dependent_spouse,hmale,hage,dep_child,started_business,average_risk_attitude,above_average_risk_attitude,substantial_risk_attitude,college4,grad,ln_total_incomer,log_amt_loan_total_fin_w,amt_loan_total_fin_w,ln_new_worthr,log_share_risky_assets_3_w,share_risky_assets_3_w,ln_Rm_p4,vol_Rm_p4,aaa_diff
1,1,45,1,0,1,0,0,1,0,12.46844,-18.42068,0,15.84845,-18.42068,0,.3776853,12.98654,.73
1,1,36,2,1,0,0,0,1,0,10.51859,-18.42068,0,12.98315,-18.42068,0,.3776853,12.98654,.73
0,1,24,0,1,0,0,0,1,0,10.18742,3.752231,42.61604,11.48727,-18.42068,0,.3776853,12.98654,.73
1,1,39,7,0,1,0,0,0,1,11.85255,-18.42068,0,14.85872,-4.127927,.0161162,.3776853,12.98654,.73
1,1,42,2,0,1,0,0,0,1,11.84139,-18.42068,0,13.46475,-18.42068,0,.3776853,12.98654,.73
1,1,27,0,0,0,0,1,1,0,11.98606,-18.42068,0,10.35253,-18.42068,0,.3776853,12.98654,.73
1,1,39,2,1,0,1,0,1,0,18.00409,-18.42068,0,18.12971,-1.263335,.2827097,.3776853,12.98654,.73
1,1,33,1,0,1,0,0,1,0,14.60844,-4.127134,.016129,15.26399,-2.982002,.0506912,.3776853,12.98654,.73
1,1,42,2,0,1,0,0,1,0,12.11552,-18.42068,0,12.41788,-2.087563,.1239889,.3776853,12.98654,.73
0,0,41,2,0,1,0,0,1,0,11.36831,-18.42068,0,10.16433,-18.42068,0,.2880954,13.08856,1.16
1,1,32,1,0,0,1,0,1,0,12.44975,-18.42068,0,13.17984,-4.392801,.012366,.2880954,13.08856,1.16
1,1,23,0,0,1,0,0,1,0,10.24804,.9675841,2.631579,-6.243643,-18.42068,0,.2880954,13.08856,1.16
0,0,35,0,0,0,0,0,1,0,7.212701,-18.42068,0,5.556744,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,0,0,0,1,0,11.43096,-18.42068,0,11.47276,-18.42068,0,.2880954,13.08856,1.16
1,1,44,0,0,1,0,0,1,0,11.17043,-18.42068,0,11.54054,-18.42068,0,.2880954,13.08856,1.16
1,1,44,0,0,1,0,0,1,0,11.75979,-18.42068,0,14.38423,-2.51784,.0806336,.2880954,13.08856,1.16
1,1,44,3,1,1,0,0,1,0,13.23926,-18.42068,0,14.79684,-.7724203,.4618938,.2880954,13.08856,1.16
0,0,26,0,0,0,1,0,0,1,11.55161,-18.42068,0,13.74269,-2.058278,.1276737,.2880954,13.08856,1.16
1,1,35,0,0,1,0,0,1,0,11.62825,-18.42068,0,-8.182102,-18.42068,0,.2880954,13.08856,1.16
1,1,38,3,0,1,0,0,1,0,11.27273,-18.42068,0,12.35696,-18.42068,0,.2880954,13.08856,1.16
0,0,32,0,0,0,1,0,1,0,10.64763,.2876821,1.333333,-7.076534,-.4054651,.6666667,.2880954,13.08856,1.16
0,0,32,0,0,0,0,1,1,0,10.73724,3.624341,37.5,-9.300557,-18.42068,0,.2880954,13.08856,1.16
0,1,23,0,0,1,0,0,1,0,10.97017,-18.42068,0,10.72537,-1.319086,.2673797,.2880954,13.08856,1.16
0,0,41,0,0,0,0,0,1,0,10.40784,-18.42068,0,-10.42385,-18.42068,0,.2880954,13.08856,1.16
1,1,26,1,0,1,0,0,1,0,10.62794,1.871802,6.5,7.108957,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,0,0,1,0,1,11.81173,-18.42068,0,12.46904,-3.055845,.0470829,.2880954,13.08856,1.16
1,1,41,4,1,0,0,1,0,1,11.83367,-18.42068,0,15.07507,-18.42068,0,.2880954,13.08856,1.16
1,1,32,0,0,0,0,1,1,0,11.83585,-18.42068,0,11.12445,-18.42068,0,.2880954,13.08856,1.16
0,1,23,0,0,0,1,0,1,0,10.12288,3.752231,42.61604,-9.928401,-18.42068,0,.2880954,13.08856,1.16
0,1,44,0,1,0,0,0,1,0,11.40757,-.257545,.7729468,13.29211,-18.42068,0,.2880954,13.08856,1.16
1,1,32,1,1,0,1,0,1,0,11.92683,-18.42068,0,11.57819,-1.050239,.3498542,.2880954,13.08856,1.16
1,1,26,2,0,0,1,0,0,1,11.50649,-18.42068,0,12.12084,-1.663768,.1894238,.2880954,13.08856,1.16
1,1,32,0,0,1,0,0,1,0,12.01021,-18.42068,0,11.92247,-1.185227,.3056768,.2880954,13.08856,1.16
1,1,38,2,0,1,0,0,1,0,11.56753,-18.42068,0,12.24999,-3.236894,.0392857,.2880954,13.08856,1.16
1,1,23,0,0,1,0,0,1,0,10.12288,3.621844,37.40649,-6.902332,-18.42068,0,.2880954,13.08856,1.16
1,1,44,3,0,0,1,0,1,0,12.90669,-18.42068,0,15.33607,-.1483625,.8621185,.2880954,13.08856,1.16
1,1,44,1,0,0,1,0,1,0,10.04325,-3.300732,.0368562,13.84342,-3.588414,.0276421,.2880954,13.08856,1.16
0,0,26,0,0,1,0,0,1,0,10.10469,-18.42068,0,11.1694,-5.446735,.0043103,.2880954,13.08856,1.16
1,1,38,1,0,1,0,0,1,0,11.77783,-18.42068,0,13.14772,-3.683383,.0251378,.2880954,13.08856,1.16
1,1,41,3,0,1,0,0,0,1,11.67434,-18.42068,0,13.43157,-1.591017,.2037183,.2880954,13.08856,1.16
0,1,44,0,0,0,0,0,1,0,11.0021,-18.42068,0,8.881836,-18.42068,0,.2880954,13.08856,1.16
1,1,44,1,1,0,1,0,0,1,14.27924,-18.42068,0,16.44661,-4.058963,.0172669,.2880954,13.08856,1.16
0,0,44,2,1,1,0,0,0,1,15.79098,-18.42068,0,17.95504,-5.420885,.0044232,.2880954,13.08856,1.16
1,1,38,4,1,0,1,0,0,1,13.82663,-18.42068,0,-14.91227,-.5485659,.5777778,.2880954,13.08856,1.16
1,1,41,2,1,1,0,0,1,0,12.32096,-18.42068,0,13.99298,-2.300708,.1001879,.2880954,13.08856,1.16
0,0,41,1,0,1,0,0,0,1,11.16351,-18.42068,0,7.849326,-18.42068,0,.2880954,13.08856,1.16
1,1,44,3,1,0,1,0,0,1,13.18063,-18.42068,0,14.91815,-.2134635,.8077816,.2880954,13.08856,1.16
0,1,44,0,0,1,0,0,1,0,11.0021,-18.42068,0,10.7579,-18.42068,0,.2880954,13.08856,1.16
0,0,32,3,0,1,0,0,1,0,10.01511,,,-18.42068,,,.2880954,13.08856,1.16
1,1,32,0,0,0,1,0,1,0,11.90928,-18.42068,0,8.306824,-18.42068,0,.2880954,13.08856,1.16
1,1,41,1,1,1,0,0,0,1,10.66274,-18.42068,0,10.47036,-3.81132,.022119,.2880954,13.08856,1.16
0,0,41,1,0,1,0,0,0,1,10.63742,-18.42068,0,-10.75098,-2.60417,.0739645,.2880954,13.08856,1.16
0,0,23,0,0,1,0,0,1,0,9.899733,-18.42068,0,-9.761428,-18.42068,0,.2880954,13.08856,1.16
1,1,41,3,0,1,0,0,0,1,13.45849,-18.42068,0,15.34988,-.6797872,.5067248,.2880954,13.08856,1.16
1,1,41,2,1,0,1,0,0,1,13.41161,-18.42068,0,16.39549,-2.320077,.098266,.2880954,13.08856,1.16
0,0,23,0,0,0,0,0,1,0,8.331117,-18.42068,0,10.061,-18.42068,0,.2880954,13.08856,1.16
1,1,38,3,0,1,0,0,1,0,10.78544,2.65926,14.28571,13.95961,-.5596157,.5714286,.2880954,13.08856,1.16
0,0,26,0,0,0,0,0,0,1,9.411542,-18.42068,0,8.718395,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,0,0,0,1,0,10.97548,-18.42068,0,10.65417,-18.42068,0,.2880954,13.08856,1.16
1,1,44,1,0,0,0,1,0,1,14.45209,-18.42068,0,16.26116,-.6222869,.5367156,.2880954,13.08856,1.16
1,1,32,0,0,1,0,0,1,0,11.43039,.366463,1.442623,10.59962,-3.928552,.0196721,.2880954,13.08856,1.16
0,1,44,0,0,1,0,0,0,1,11.0021,-18.42068,0,10.83958,-18.42068,0,.2880954,13.08856,1.16
1,1,35,1,0,0,0,0,1,0,10.92405,-18.42068,0,9.439779,-18.42068,0,.2880954,13.08856,1.16
1,1,41,3,0,1,0,0,1,0,11.9155,-18.42068,0,12.48,-18.42068,0,.2880954,13.08856,1.16
0,0,29,0,0,0,0,0,1,0,11.64689,-1.380025,.2515723,11.39361,-18.42068,0,.2880954,13.08856,1.16
0,0,44,0,0,0,1,0,1,0,10.08581,-18.42068,0,13.82567,-3.537087,.029098,.2880954,13.08856,1.16
1,1,32,1,0,0,1,0,0,1,11.62455,-1.477809,.2281369,12.2664,-.8900228,.4106464,.2880954,13.08856,1.16
1,1,35,4,0,1,0,0,0,1,13.65553,-18.42068,0,14.90311,-.3535141,.7022161,.2880954,13.08856,1.16
0,0,29,0,0,0,0,1,1,0,10.97843,-18.42068,0,10.42186,-18.42068,0,.2880954,13.08856,1.16
1,1,38,0,1,1,0,0,1,0,11.78641,-18.42068,0,13.91698,-18.42068,0,.2880954,13.08856,1.16
0,0,26,0,0,1,0,0,0,1,10.10469,-18.42068,0,12.50826,-6.380122,.0016949,.2880954,13.08856,1.16
0,0,29,0,0,0,1,0,1,0,10.87578,-18.42068,0,11.19177,-1.686202,.1852217,.2880954,13.08856,1.16
1,1,32,2,1,0,1,0,1,0,11.17088,-.4660898,.6274509,10.70236,-18.42068,0,.2880954,13.08856,1.16
1,1,29,1,0,0,1,0,1,0,11.13606,-18.42068,0,9.959486,-18.42068,0,.2880954,13.08856,1.16
1,1,41,1,1,0,0,1,0,1,11.89384,-18.42068,0,13.48709,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,1,0,0,1,0,11.50158,-18.42068,0,14.15959,-2.436194,.0874932,.2880954,13.08856,1.16
1,1,44,3,1,0,0,0,0,1,13.71679,-18.42068,0,14.8733,-.9318448,.3938265,.2880954,13.08856,1.16
1,1,26,0,1,0,0,0,0,1,8.858157,-18.42068,0,12.01423,-18.42068,0,.2880954,13.08856,1.16
1,1,38,3,1,0,1,0,0,1,11.51288,1.395905,4.03863,-7.861487,-18.42068,0,.2880954,13.08856,1.16
1,1,32,0,1,1,0,0,1,0,11.5386,-18.42068,0,12.97491,-18.42068,0,.2880954,13.08856,1.16
1,1,26,1,0,1,0,0,1,0,10.6994,-.7997569,.4494382,11.27853,-18.42068,0,.2880954,13.08856,1.16
1,1,41,3,0,0,1,0,0,1,13.37909,-18.42068,0,15.60759,-.8305876,.4357931,.2880954,13.08856,1.16
1,1,35,2,0,0,1,0,0,1,12.25319,-18.42068,0,14.17201,-3.806884,.0222173,.2880954,13.08856,1.16
1,1,41,2,1,0,1,0,1,0,14.06393,-18.42068,0,18.44908,-1.970911,.1393298,.2880954,13.08856,1.16
0,0,35,2,0,0,1,0,1,0,11.90488,-18.42068,0,10.78607,-18.42068,0,.2880954,13.08856,1.16
1,1,44,0,0,0,1,0,1,0,12.29225,-18.42068,0,13.90444,-.9533112,.3854626,.2880954,13.08856,1.16
1,1,32,1,0,0,0,0,0,1,11.58861,-18.42068,0,11.99814,-2.76362,.0630631,.2880954,13.08856,1.16
0,1,26,0,0,0,0,1,1,0,10.94302,-18.42068,0,9.398963,-1.00764,.3650794,.2880954,13.08856,1.16
0,0,44,0,0,1,0,0,0,1,13.35506,-18.42068,0,14.61751,-.3460098,.7075055,.2880954,13.08856,1.16
1,1,38,2,0,0,1,0,0,1,12.62636,-18.42068,0,14.12592,-.94405,.389049,.2880954,13.08856,1.16
1,1,32,1,0,1,0,0,1,0,11.96939,-18.42068,0,14.11141,-.2738079,.7604781,.2880954,13.08856,1.16
0,0,26,0,0,0,0,0,1,0,10.5902,-18.42068,0,11.09794,-18.42068,0,.2880954,13.08856,1.16
1,1,44,2,1,1,0,0,0,1,15.10749,-18.42068,0,17.75703,-1.820344,.16197,.2880954,13.08856,1.16
1,1,38,1,0,0,1,0,1,0,12.36178,-18.42068,0,13.55948,-1.232925,.291439,.2880954,13.08856,1.16
1,1,44,1,1,0,1,0,0,1,12.11176,-18.42068,0,13.70346,-1.617406,.1984127,.2880954,13.08856,1.16
0,1,32,0,0,0,1,0,0,1,11.89143,-18.42068,0,13.92241,-1.022329,.3597561,.2880954,13.08856,1.16
1,1,29,0,1,0,1,0,1,0,11.77572,-18.42068,0,12.51969,-2.592434,.0748376,.2880954,13.08856,1.16
1,1,32,2,0,1,0,0,1,0,11.96102,-18.42068,0,12.12354,-2.751535,.0638298,.2880954,13.08856,1.16
1,1,29,1,0,1,0,0,0,1,11.0935,2.046771,7.742857,11.35586,-18.42068,0,.2880954,13.08856,1.16
1,1,38,1,0,0,1,0,1,0,11.08468,-18.42068,0,8.459324,-18.42068,0,.2880954,13.08856,1.16
1,1,35,0,0,0,1,0,1,0,13.67984,-18.42068,0,14.27901,-1.925161,.1458523,.2880954,13.08856,1.16
0,1,26,0,1,0,0,1,0,1,10.6994,-18.42068,0,10.84066,-3.100092,.045045,.2880954,13.08856,1.16
1,1,41,2,0,0,1,0,0,1,11.57903,-18.42068,0,12.48527,-.7339692,.48,.2880954,13.08856,1.16
0,1,26,0,0,0,1,0,0,1,10.82861,-18.42068,0,14.54962,-1.460905,.2320261,.2880954,13.08856,1.16
0,0,26,0,0,1,0,0,1,0,10.04015,-18.42068,0,10.34764,-.9360933,.3921569,.2880954,13.08856,1.16
0,1,35,0,0,0,1,0,1,0,11.3515,-1.622025,.1974984,12.83376,-18.42068,0,.2880954,13.08856,1.16
1,1,29,0,0,0,0,1,1,0,11.3424,-1.522135,.2182453,11.55285,-1.259771,.2837189,.2880954,13.08856,1.16
1,1,44,2,1,1,0,0,1,0,13.04115,-18.42068,0,13.98656,-1.073623,.341768,.2880954,13.08856,1.16
1,1,44,2,1,0,0,0,1,0,10.30895,-18.42068,0,10.4631,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,0,1,0,1,0,12.09314,-18.42068,0,14.03455,-.2600858,.7709854,.2880954,13.08856,1.16
0,0,41,0,0,0,0,1,1,0,11.20796,-18.42068,0,-9.458764,-.8472978,.4285714,.2880954,13.08856,1.16
0,0,29,0,0,0,0,0,1,0,10.48374,-18.42068,0,-8.517622,-18.42068,0,.2880954,13.08856,1.16
1,1,35,1,0,1,0,0,1,0,12.09412,-18.42068,0,13.26158,-3.656544,.0258216,.2880954,13.08856,1.16
1,1,41,2,0,0,0,0,0,1,12.40758,-18.42068,0,11.48472,-2.833213,.0588235,.2880954,13.08856,1.16
0,1,44,0,0,0,1,0,0,1,11.3266,-3.246491,.0389105,13.14998,-.5689,.5661479,.2880954,13.08856,1.16
0,1,44,1,0,1,0,0,1,0,10.66896,-18.42068,0,5.991465,-18.42068,0,.2880954,13.08856,1.16
1,1,41,2,0,0,1,0,0,1,13.80149,-18.42068,0,15.70325,-.9891884,.3718784,.2880954,13.08856,1.16
0,1,41,0,0,1,0,0,0,1,12.84597,-.3987761,.6711409,12.62142,-1.492401,.2248322,.2880954,13.08856,1.16
1,1,38,2,1,0,0,1,1,0,13.42117,-18.42068,0,17.51829,-1.305626,.2710027,.2880954,13.08856,1.16
0,0,41,0,0,1,0,0,1,0,11.0682,-18.42068,0,12.48878,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,0,0,0,1,0,10.63516,-18.42068,0,8.710638,-18.42068,0,.2880954,13.08856,1.16
1,1,29,3,0,0,1,0,1,0,11.7422,-18.42068,0,11.4895,-2.381007,.0924574,.2880954,13.08856,1.16
1,1,44,4,0,1,0,0,0,1,13.83531,-18.42068,0,15.80201,-.5685969,.5663195,.2880954,13.08856,1.16
0,1,26,0,0,0,1,0,0,1,10.7333,-18.42068,0,12.00184,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,0,1,0,1,0,12.62266,-18.42068,0,15.19697,-.5696915,.5656999,.2880954,13.08856,1.16
1,1,26,0,0,0,1,0,1,0,9.89705,-.4230094,.6550725,11.01219,-.4141988,.6608695,.2880954,13.08856,1.16
1,1,44,1,0,0,1,0,0,1,13.73213,-18.42068,0,15.45179,-.9464368,.3881215,.2880954,13.08856,1.16
1,1,44,2,0,1,0,0,1,0,11.49272,-18.42068,0,13.5171,-.7485985,.473029,.2880954,13.08856,1.16
1,1,41,4,1,0,0,1,0,1,18.71192,-18.42068,0,17.44866,-18.42068,0,.2880954,13.08856,1.16
0,1,32,0,0,0,1,0,1,0,10.27294,-18.42068,0,13.05683,-1.643924,.1932203,.2880954,13.08856,1.16
0,1,38,0,0,0,1,0,1,0,11.15137,-18.42068,0,8.129497,-18.42068,0,.2880954,13.08856,1.16
1,1,44,0,0,1,0,0,0,1,12.53538,-18.42068,0,15.29796,-18.42068,0,.2880954,13.08856,1.16
1,1,38,3,0,0,1,0,1,0,11.68768,1.691676,5.428572,12.33003,-1.658228,.1904762,.2880954,13.08856,1.16
1,1,41,1,0,1,0,0,1,0,11.50646,-18.42068,0,10.69955,-.9569849,.3840491,.2880954,13.08856,1.16
1,1,35,2,0,0,0,0,1,0,11.26053,-18.42068,0,9.720081,-18.42068,0,.2880954,13.08856,1.16
1,1,44,2,0,1,0,0,0,1,11.78295,-18.42068,0,13.98102,-18.42068,0,.2880954,13.08856,1.16
1,1,44,5,0,0,1,0,1,0,12.37582,-18.42068,0,14.49431,-.9250979,.3964926,.2880954,13.08856,1.16
1,1,41,2,0,1,0,0,1,0,10.98119,-18.42068,0,11.01691,-18.42068,0,.2880954,13.08856,1.16
1,1,35,2,0,1,0,0,0,1,11.4741,1.07881,2.941176,11.40785,-18.42068,0,.2880954,13.08856,1.16
1,1,44,0,0,0,1,0,1,0,10.71442,-18.42068,0,12.79286,-1.808094,.1639664,.2880954,13.08856,1.16
1,1,41,3,0,1,0,0,1,0,11.67434,-18.42068,0,15.03433,-1.549636,.2123253,.2880954,13.08856,1.16
1,1,32,2,0,1,0,0,1,0,11.35628,-1.414732,.2429907,11.8049,-.9351591,.3925234,.2880954,13.08856,1.16
0,1,23,0,0,1,0,0,0,1,10.55032,1.722767,5.6,-5.517706,-18.42068,0,.2880954,13.08856,1.16
1,1,29,2,0,1,0,0,0,1,10.03745,3.752231,42.61604,9.073148,-18.42068,0,.2880954,13.08856,1.16
1,1,41,1,0,1,0,0,1,0,11.38058,-18.42068,0,9.998663,-18.42068,0,.2880954,13.08856,1.16
0,0,35,0,0,0,0,0,0,1,11.10638,.2962904,1.344861,7.958959,-18.42068,0,.2880954,13.08856,1.16
0,0,29,0,0,0,0,0,0,1,11.25384,2.695628,14.81482,-8.363471,-18.42068,0,.2880954,13.08856,1.16
1,1,44,3,0,1,0,0,0,1,11.65269,-18.42068,0,12.77987,-3.967715,.0189166,.2880954,13.08856,1.16
1,1,44,3,0,0,1,0,0,1,12.91164,-18.42068,0,14.4377,-.2868121,.7506527,.2880954,13.08856,1.16
1,1,44,4,0,0,0,0,0,1,11.46163,-18.42068,0,9.408371,-18.42068,0,.2880954,13.08856,1.16
0,0,29,0,0,0,1,0,0,1,11.48437,-18.42068,0,11.13606,-.1455076,.8645833,.2880954,13.08856,1.16
1,1,38,0,0,0,1,0,1,0,11.34173,-18.42068,0,14.75014,-.2721453,.7617435,.2880954,13.08856,1.16
1,1,41,2,1,0,0,1,1,0,16.41372,-18.42068,0,18.1189,-1.04363,.3521739,.2880954,13.08856,1.16
1,1,44,2,1,1,0,0,1,0,16.45885,-18.42068,0,17.73444,-.5567849,.5730485,.2880954,13.08856,1.16
0,1,44,0,0,0,0,0,1,0,10.77896,-18.42068,0,10.86073,-.6505876,.5217391,.2880954,13.08856,1.16
1,1,41,0,0,1,0,0,1,0,10.88588,-18.42068,0,-10.09181,-18.42068,0,.2880954,13.08856,1.16
1,1,35,2,0,0,1,0,0,1,12.17364,-18.42068,0,13.80332,-.925784,.3962207,.2880954,13.08856,1.16
1,1,35,2,0,0,1,0,1,0,11.40785,-18.42068,0,13.5114,-18.42068,0,.2880954,13.08856,1.16
1,1,29,0,1,0,1,0,0,1,8.675846,3.752231,42.61604,7.835838,-18.42068,0,.2880954,13.08856,1.16
0,0,32,0,0,0,1,0,1,0,10.98856,-18.42068,0,10.56629,-2.024382,.1320755,.2880954,13.08856,1.16
1,1,26,0,1,0,1,0,1,0,10.51015,-18.42068,0,-8.207569,-.6061357,.5454546,.2880954,13.08856,1.16
1,1,35,0,0,1,0,0,1,0,11.21174,-18.42068,0,10.13293,-.7178398,.4878049,.2880954,13.08856,1.16
1,1,44,1,0,0,0,0,1,0,10.81978,-18.42068,0,5.669881,-18.42068,0,.2880954,13.08856,1.16
0,1,41,0,0,0,0,0,1,0,10.66274,-18.42068,0,-7.379323,-18.42068,0,.2880954,13.08856,1.16
1,1,44,0,0,0,0,0,1,0,11.48247,-18.42068,0,11.88552,-18.42068,0,.2880954,13.08856,1.16
1,1,41,3,0,1,0,0,0,1,11.95059,-18.42068,0,13.34033,-18.42068,0,.2880954,13.08856,1.16
1,1,38,2,0,1,0,0,0,1,12.17173,-18.42068,0,13.17699,-2.302652,.0999933,.2880954,13.08856,1.16
1,1,35,0,0,0,0,0,1,0,9.88998,-18.42068,0,-7.012031,-18.42068,0,.2880954,13.08856,1.16
1,1,44,2,0,1,0,0,1,0,11.99535,-18.42068,0,13.57216,-.5259646,.590985,.2880954,13.08856,1.16
1,1,41,2,0,1,0,0,1,0,11.67434,-18.42068,0,12.45475,-2.385612,.0920326,.2880954,13.08856,1.16
1,1,38,3,1,0,1,0,1,0,14.66436,-18.42068,0,17.43065,-.2024743,.8167075,.2880954,13.08856,1.16
1,1,35,3,0,1,0,0,0,1,12.41571,-18.42068,0,13.83361,-1.856644,.156196,.2880954,13.08856,1.16
0,1,41,0,0,0,0,0,1,0,10.30606,,,-18.42068,,,.2880954,13.08856,1.16
0,1,23,0,0,1,0,0,1,0,8.849911,-18.42068,0,-5.582245,-1.791759,.1666667,.2880954,13.08856,1.16
0,0,44,0,0,0,1,0,1,0,10.34174,-18.42068,0,12.40574,-18.42068,0,.2880954,13.08856,1.16
0,0,38,1,0,0,1,0,1,0,11.35497,.3119748,1.36612,9.931141,-18.42068,0,.2880954,13.08856,1.16
1,1,32,1,0,0,1,0,1,0,12.05709,-18.42068,0,12.03627,-.6278536,.5337362,.2880954,13.08856,1.16
1,1,38,2,0,0,0,0,1,0,11.19863,-18.42068,0,12.89113,-18.42068,0,.2880954,13.08856,1.16
1,1,41,2,0,1,0,0,0,1,12.17786,-18.42068,0,13.1319,-1.727221,.1777778,.2880954,13.08856,1.16
0,1,35,0,0,1,0,0,1,0,13.0035,-18.42068,0,16.28221,-.4187103,.6578947,.2880954,13.08856,1.16
1,1,35,0,0,0,0,1,0,1,12.26489,-18.42068,0,15.79592,-1.081392,.3391232,.2880954,13.08856,1.16
1,1,38,2,1,0,0,0,1,0,11.62941,-18.42068,0,14.55982,-4.533126,.010747,.2880954,13.08856,1.16
0,1,44,0,0,0,0,0,1,0,10.91509,-18.42068,0,-9.830916,-18.42068,0,.2880954,13.08856,1.16
1,1,35,2,0,0,0,0,1,0,9.825441,-18.42068,0,6.424244,-18.42068,0,.2880954,13.08856,1.16
1,1,41,0,1,0,1,0,1,0,12.67764,-18.42068,0,15.02711,-18.42068,0,.2880954,13.08856,1.16
0,1,38,0,1,0,0,1,0,1,11.22893,-18.42068,0,14.74337,-.1872115,.8292683,.2880954,13.08856,1.16
1,1,41,0,0,0,1,0,1,0,11.99114,-18.42068,0,12.74061,-1.221321,.2948403,.2880954,13.08856,1.16
0,1,38,0,0,0,0,0,1,0,10.48997,,,-18.42068,,,.2880954,13.08856,1.16
0,0,41,0,0,0,0,0,1,0,10.01838,,,-18.42068,,,.2880954,13.08856,1.16
1,1,32,2,0,0,1,0,1,0,11.65923,-18.42068,0,13.07905,-.781158,.4578755,.2880954,13.08856,1.16
1,1,43,2,1,1,0,0,0,1,14.6085,-18.42068,0,15.24175,-2.678683,.0686535,.4974142,8.862575,1.59
0,1,43,0,0,1,0,0,0,1,12.54255,-18.42068,0,13.17515,-3.009501,.0493163,.4974142,8.862575,1.59
1,1,31,2,0,0,0,0,1,0,10.47773,-18.42068,0,-9.478461,-18.42068,0,.4974142,8.862575,1.59
1,1,40,2,0,0,1,0,0,1,11.75298,-18.42068,0,13.68133,-.2315419,.7933095,.4974142,8.862575,1.59
1,1,34,3,1,0,0,1,1,0,12.52007,-18.42068,0,15.53591,-4.959418,.007017,.4974142,8.862575,1.59
1,1,34,3,1,0,1,0,1,0,11.02941,-18.42068,0,13.73586,-2.622492,.0726216,.4974142,8.862575,1.59
1,1,28,0,0,1,0,0,1,0,11.3424,2.833213,17,-9.707206,-18.42068,0,.4974142,8.862575,1.59
1,1,43,2,0,1,0,0,1,0,13.01031,-18.42068,0,14.50686,-1.053615,.348675,.4974142,8.862575,1.59
0,1,28,0,0,1,0,0,1,0,11.15668,-18.42068,0,12.38105,-1.347351,.2599278,.4974142,8.862575,1.59
0,1,31,0,0,0,0,0,0,1,11.22495,3.283414,26.66667,7.58736,-18.42068,0,.4974142,8.862575,1.59
1,1,40,4,0,1,0,0,1,0,12.49532,-18.42068,0,14.35224,-.4985555,.6074074,.4974142,8.862575,1.59
1,1,37,3,0,0,1,0,1,0,12.32256,-18.42068,0,13.0602,-18.42068,0,.4974142,8.862575,1.59
0,1,31,0,0,1,0,0,1,0,11.37155,-18.42068,0,-7.518367,-18.42068,0,.4974142,8.862575,1.59
1,1,34,3,0,1,0,0,1,0,11.56004,-.9717255,.3784295,11.689,-18.42068,0,.4974142,8.862575,1.59
0,0,37,0,1,0,1,0,1,0,11.19863,-18.42068,0,12.95383,-1.89712,.15,.4974142,8.862575,1.59
0,0,28,0,0,0,1,0,1,0,10.90244,-18.42068,0,12.09157,-2.473072,.0843254,.4974142,8.862575,1.59
1,1,37,2,0,0,1,0,1,0,11.35497,-18.42068,0,11.73602,-18.42068,0,.4974142,8.862575,1.59
1,1,31,1,0,0,1,0,1,0,11.56392,-18.42068,0,11.58617,-18.42068,0,.4974142,8.862575,1.59
0,0,43,0,0,1,0,0,0,1,11.21182,-18.42068,0,10.24853,-18.42068,0,.4974142,8.862575,1.59
1,1,43,1,0,0,0,0,1,0,11.60824,-18.42068,0,11.96718,-4.400602,.0122699,.4974142,8.862575,1.59
1,1,37,4,0,0,1,0,0,1,13.36988,-18.42068,0,16.11996,-.2654365,.7668712,.4974142,8.862575,1.59
0,1,40,2,0,0,0,0,1,0,11.27792,-18.42068,0,9.433446,-18.42068,0,.4974142,8.862575,1.59
0,1,31,0,0,1,0,0,1,0,10.64763,-18.42068,0,9.53327,-.9650809,.3809524,.4974142,8.862575,1.59
0,0,31,0,0,0,1,0,1,0,11.43039,-18.42068,0,7.875042,-18.42068,0,.4974142,8.862575,1.59
1,1,40,3,0,1,0,0,0,1,11.38058,-18.42068,0,12.03138,-1.225734,.2935421,.4974142,8.862575,1.59
0,1,40,0,1,0,1,0,0,1,-18.42068,-3.221805,.039883,14.18268,-18.42068,0,.4974142,8.862575,1.59
0,0,40,2,0,1,0,0,0,1,11.08473,-18.42068,0,11.83661,-18.42068,0,.4974142,8.862575,1.59
0,1,43,0,0,0,0,0,0,1,11.99535,-18.42068,0,11.90158,-18.42068,0,.4974142,8.862575,1.59
1,1,43,2,1,0,0,1,0,1,14.31021,-18.42068,0,16.4971,-3.470935,.031088,.4974142,8.862575,1.59
1,1,40,2,0,1,0,0,0,1,13.0283,-18.42068,0,15.06395,-1.80171,.1650165,.4974142,8.862575,1.59
1,1,37,2,0,1,0,0,1,0,11.92208,-18.42068,0,12.65903,-.3364722,.7142857,.4974142,8.862575,1.59
0,0,40,1,0,1,0,0,1,0,10.66274,-18.42068,0,12.09077,-18.42068,0,.4974142,8.862575,1.59
1,1,37,1,0,0,1,0,1,0,12.29724,-18.42068,0,13.2215,-1.199168,.3014449,.4974142,8.862575,1.59
